year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,time_remaining_or_date_sold
2012,Suzuki,Alto,GL GF Manual Hatchback,Hatchback,5.0,2012-04,2012-09,MA3GFC31S00522116,No plates,VIC,"Sold Unregistered, Without Plates",0.0,3.0,1.0,Petrol,Manual,162670,km,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051072/motor-vehicles-motor-cycles/2012-suzuki-alto-gl-gf-manual-hatchback,"Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.
Traction control light ON","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 270 (349929)",,,,sold,13.0,"$1,109",2025-06-26
2006,Chrysler,300C,SRT8 LE Automatic Sedan,Sedan,5.0,2006-11,2007-03,1C3H9E3W77Y534442,DMS710,VIC,22-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,8.0,6.1,Petrol,Automatic,78364,km,Black,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051073/motor-vehicles-motor-cycles/2006-chrysler-300c-srt8-le-automatic-sedan,"Front Seat Stains Driver
Radio Not Working
Other Warning light ON
Medium Scratch on Drivers Door
Medium Scratch on Rear Bumper
Medium Scratch on Front Passenger Door
Medium Scratch on Passenger Side Front Guard
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 636 (347415)",,,,sold,83.0,"$7,200",2025-06-26
2010,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5.0,2010-07,2010-09,WDD2040022A433818,No plates,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.1,Diesel,Automatic,285293,km,Grey,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051075/motor-vehicles-motor-cycles/2010-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Seat Torn Drivers
Dents or marks on body consistent with age and kilometres.
Paint peeling Back bumper
Engine light ON
Medium Scratch on Rear passenger side and around the car
Front left parking lamp needs repair.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, 571, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 17 (348499)",,,,sold,13.0,"$1,209",2025-06-26
2007,Toyota,Corolla,LEVIN SX ZRE152R Manual Hatchback,Hatchback,5.0,2007-07,2007-08,JTNKU52E801018836,WDF956,VIC,20-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,Manual,272957,km,Silver,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051077/motor-vehicles-motor-cycles/2007-toyota-corolla-levin-sx-zre152r-manual-hatchback,"Paint fading Driver side
Medium Scratch on Around exterior
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1130 (349698)",,,,sold,21.0,"$1,709",2025-06-26
2016,Audi,Q7,3.0 TDI Quattro 4M Automatic - 8 Speed 7 Seats Wagon,Wagon,7.0,2016-02,2016-04,WAUZZZ4M5GD046423,AIQ789,VIC,07-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.0,Diesel,Automatic - 8 Speed,200124,km,Gold,Cream Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051078/motor-vehicles-motor-cycles/2016-audi-q7-3-0-tdi-quattro-4m-automatic-8-speed-7-seats-wagon,"Engine light ON
Seat Torn Driver
Medium Scratch on Rear Bumper
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 438 (348931)",,,,sold,131.0,"$16,100",2025-06-26
2017,Hyundai,i30,Active GD Automatic Hatchback,Hatchback,5.0,2017-01,2017-05,KMHD251EMHU382971,1KJ1HE,VIC,26-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,Automatic,194987,km,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051079/motor-vehicles-motor-cycles/2017-hyundai-i30-active-gd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Paint peeling Front bumper","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1088 (348802)",,,,sold,98.0,"$8,600",2025-06-26
2008,Subaru,Impreza,R (AWD) G3 Manual Hatchback,Hatchback,5.0,2008-06,2008-10,JF1GH7KF38G022703,WSC603,VIC,29-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Manual,165492,km,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051081/motor-vehicles-motor-cycles/2008-subaru-impreza-r-awd-g3-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Medium Scratch on Various parts of panel
Headlights foggy - May require replacement.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 380 (350131)",,,,sold,43.0,"$2,909",2025-06-26
2022,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-04,Unable to locate,KMHH351EMNU181755,1VR9UX,VIC,07-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,26679,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051086/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Sat Nav, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 744 (348945)",,,,sold,202.0,"$20,800",2025-06-26
2021,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2021-07,2021-08,KMHH351EMMU169000,1UQ7BA,VIC,13-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,54915,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051088/motor-vehicles-motor-cycles/2021-hyundai-i30-pd-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Sat Nav, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 111 (348980)",,,,sold,186.0,"$19,100",2025-06-26
2014,VOLKSWAGEN,AMAROK,TDI420 HIGHLINE 2H T/D Auto - 8 Speed Dual Cab,Dual Cab,5.0,Unable to locate,2014-02,WV1ZZZ2HZEA004593,1CD4UT,VIC,"Sold Unregistered, Without Plates",,4.0,2.0,Diesel,Automatic - 8 Speed,250138,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051091/motor-vehicles-motor-cycles/2014-volkswagen-amarok-tdi420-highline-2h-t-d-auto-8-speed-dual-cab,"Glovebox Marks
Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Corrosion visible Front bar
Traction control light ON","Air Conditioning, Bluetooth Capability, Bull Bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 718 (350314)",,,,sold,97.0,"$6,009",2025-06-26
2008,Mazda,2,Maxx DE Manual Hatchback,Hatchback,5.0,2008-01,2008-03,JM0DE10Y180111283,WRA535,VIC,16-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.5,Petrol,Manual,252174,km,Red,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051094/motor-vehicles-motor-cycles/2008-mazda-2-maxx-de-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Large Dent on Various parts of panel
Windscreen Chipped or Cracked.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1043 (350194)",,,,sold,18.0,"$1,409",2025-06-26
2022,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-04,Unable to locate,KMHH351EMNU182104,2BV8FX,VIC,09-06-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,18241,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051095/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Sat Nav, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 671 (349696)",,,,sold,223.0,"$21,000",2025-06-26
2007,JEEP,PATRIOT,LIMITED MK CVT Wagon,Wagon,5.0,2007-09,2008-10,1J8F748W38D535102,1WF7VC,VIC,07-04-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Premium Unleaded,CVT,167147,km,Red,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051096/motor-vehicles-motor-cycles/2007-jeep-patriot-limited-mk-cvt-wagon,"Engine Smoke visible
Front Seat Scratches Both front seats
Dents or marks on body consistent with age and kilometres.
Damaged Front light
Medium Dent on Back left door
Medium Scratch on multiple panels
Paint peeling multiple panels","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 997 (350252)",,,,sold,12.0,$909,2025-06-26
